Round ID,Company ID,Organization Name,Organization Name URL,Organization Founded Year,Investor ID,Investor Name,Investor URL,Investor Founded Date,Investor Longitude,Investor Latitude,Company Longitude,Company Latitude,Number of Investments,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits,Lead,Specific VC Binary,Accelerator,Angel Group,Micro VC,Corporate Venture Capital,Target VC,Distance km,Local Investor,Announced Date,Investment Year,Investor Founded Year,Investor Age at Investment,num_investors,Syndication Role,Seed Investor Same City,Seed Lead Investor Same City,Country,Headquarters Country,Homecountry Investor,Homecountry Lead Investor,Seed Investor Within 50km,Seed Lead Investor Within 50km,Investor Distance to Hub,Hub_VC_Flag,Hub_Lead_VC_Flag
012835,004609,Bundles,https://www.crunchbase.com/organization/bundles,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2014-03-28,2014,2011.0,3.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012836,004448,Undeveloped,https://www.crunchbase.com/organization/undeveloped,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2015-02-15,2015,2011.0,4.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012837,004483,Sigmascreening,https://www.crunchbase.com/organization/sigmascreening,2010,002141,UvA Ventures Holding,https://www.crunchbase.com/organization/uva-ventures-holding,1992-01-01,4.8924534,52.3730796,4.8924534,52.3730796,12,11.0,2,2.0,False,False,False,False,False,False,False,0.0,True,2010-07-17,2010,1992.0,18.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012839,004571,Bouw7,https://www.crunchbase.com/organization/bouw7,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,5.9992306,53.3243515,250,211.0,48,13.0,False,True,True,False,False,False,True,129.2739919292378,False,2017-06-14,2017,2011.0,6.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,0.0,True,False
012841,004459,VisionLabs B.V.,https://www.crunchbase.com/organization/visionlabs,2012,000834,Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,2013-07-17,37.5408015,55.7509145,4.8924534,52.3730796,449,424.0,59,4.0,False,False,True,False,False,False,False,2142.7247936596586,False,2013-10-23,2013,2013.0,0.0,1,Co-Investor,False,False,Russian Federation,The Netherlands,False,False,False,False,752.1384323989379,False,False
012842,004385,Bomberbot,https://www.crunchbase.com/organization/bomberbot,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2014-05-14,2014,2011.0,3.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012843,004785,E-bon,https://www.crunchbase.com/organization/e-bon,2011,002009,Value Creation Capital,https://www.crunchbase.com/organization/value-creation-company,2005-05-01,5.2046134,52.1289693,4.8924534,52.3730796,29,24.0,10,3.0,False,False,False,False,False,False,False,34.47234597272626,True,2012-09-01,2012,2005.0,7.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,34.47234597272626,False,False
012845,004672,SphereMall,https://www.crunchbase.com/organization/spheremall,2014,002128,VOC Capital Partners,https://www.crunchbase.com/organization/voc-capital-partners,2009-10-01,4.8924534,52.3730796,4.7760237,51.5887845,14,12.0,2,2.0,False,False,False,False,False,False,False,87.57339356208398,True,2014-10-01,2014,2009.0,5.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,0.0,True,False
012846,004216,ViriCiti,https://www.crunchbase.com/organization/viriciti,2012,002057,Mainport Innovation Fund,https://www.crunchbase.com/organization/mainport-innovation-fund,2015-06-01,4.8596844,52.3028209,4.8924534,52.3730796,21,16.0,14,3.0,False,True,False,False,False,False,False,8.123444411877669,True,2016-07-13,2016,2015.0,1.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,8.123444411877669,True,False
012847,004818,Songvice,https://www.crunchbase.com/organization/songvice,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2014-03-01,2014,2011.0,3.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012848,004479,Rural Spark,https://www.crunchbase.com/organization/rural-spark,2011,001874,VilCap Investments,https://www.crunchbase.com/organization/vilcap-investments,2014-10-01,-122.4193286,37.7792588,5.303116,51.6889387,85,80.0,3,16.0,False,False,False,False,False,False,False,8848.583886225815,False,2014-09-12,2014,2014.0,0.0,1,Co-Investor,False,False,United States,The Netherlands,False,False,False,False,8176.244865509954,False,False
012852,004205,PastBook,https://www.crunchbase.com/organization/pastbook,2012,002108,Vortex Capital Partners,https://www.crunchbase.com/organization/vortex-capital-partners,2012-01-01,4.8924534,52.3730796,4.8924534,52.3730796,15,14.0,7,5.0,False,False,False,False,False,False,False,0.0,True,2015-12-26,2015,2012.0,3.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012856,004610,Notificare,https://www.crunchbase.com/organization/notificare,2012,002129,Keadyn,https://www.crunchbase.com/organization/keadyn,2012-04-01,4.47775,51.9244424,4.47775,51.9244424,14,14.0,2,5.0,False,False,False,False,False,False,False,0.0,True,2014-12-31,2014,2012.0,2.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,57.351895749089884,False,False
012857,004281,ULU,https://www.crunchbase.com/organization/ulu,2014,002302,Fang Group,https://www.crunchbase.com/organization/fanggroup,2010-01-01,120.4390738,41.5754767,4.8924534,52.3730796,3,3.0,1,0.0,False,False,False,False,False,False,False,7874.259476361959,False,2015-05-12,2015,2010.0,5.0,1,Co-Investor,False,False,China,The Netherlands,False,False,False,False,6373.119224488586,False,False
012858,004343,ProctorExam,https://www.crunchbase.com/organization/proctorexam,2014,000887,EIT Digital Accelerator,https://www.crunchbase.com/organization/eit-digital-accelerator,2010-01-01,4.351697,50.8465573,4.8924534,52.3730796,235,230.0,6,44.0,False,False,True,False,False,False,False,173.79892707117045,False,2014-10-01,2014,2010.0,4.0,1,Co-Investor,False,False,Belgium,The Netherlands,False,False,False,False,0.0,True,False
012860,004114,Surfly,https://www.crunchbase.com/organization/surfly,2012,002049,Linden Mobile Ventures,https://www.crunchbase.com/organization/linden-mobile-ventures,2010-01-01,4.8924534,52.3730796,4.8924534,52.3730796,22,20.0,3,6.0,False,False,False,False,False,False,False,0.0,True,2012-06-15,2012,2010.0,2.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012861,004513,Isobionics,https://www.crunchbase.com/organization/isobionics,2008,002048,Limburg Ventures,https://www.crunchbase.com/organization/limburg-ventures,,5.6909768,50.8512438,5.8267029,50.9699953,22,20.0,9,8.0,False,True,False,False,False,False,False,16.276209406281428,True,2008-01-01,2008,,,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,94.02413760919521,False,False
012864,004505,Zenodys,https://www.crunchbase.com/organization/zenodys,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2014-11-01,2014,2011.0,3.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012866,004327,Pectcof Technology,https://www.crunchbase.com/organization/pectcof-technology,2011,001459,Future Food Fund,https://www.crunchbase.com/organization/future-food-fund,2017-02-24,4.3113461,52.0799838,5.6662814,51.9663016,20,19.0,8,0.0,False,True,False,False,False,False,False,93.5651922123452,True,2022-01-01,2022,2017.0,5.0,1,Co-Investor,False,False,The Netherlands,,False,False,False,False,51.27095594048744,False,False
012869,004020,VSPARTICLE,https://www.crunchbase.com/organization/vsparticle,2014,000050,Possible Ventures,https://www.crunchbase.com/organization/possible-ventures,2021-01-01,11.5753822,48.1371079,4.35839,52.0114017,140,116.0,7,3.0,False,False,False,False,False,False,False,670.9033484929448,False,2021-09-10,2021,2021.0,0.0,1,Co-Investor,False,False,Germany,,False,False,False,False,0.0,True,False
012870,004359,"GetSocial, a Keywords Studios",https://www.crunchbase.com/organization/gramble-world,2014,002041,Enabling Future,https://www.crunchbase.com/organization/enabling-future,2016-01-01,55.1885387,25.0742823,4.3113461,52.0799838,23,21.0,3,4.0,False,False,False,False,False,False,False,5195.141793754009,False,2014-11-13,2014,2016.0,0.0,1,Co-Investor,False,False,United Arab Emirates,The Netherlands,False,False,False,False,3523.8120117514973,False,False
012872,004335,Nemo Healthcare,https://www.crunchbase.com/organization/nemo-healthcare,2010,001851,BOM,https://www.crunchbase.com/organization/brabantse-ontwikkelings-maatschappij-bom,1983-06-17,5.0660616,51.5856184,5.4045572,51.4190691,127,102.0,27,13.0,False,False,False,False,False,False,False,29.864919530163213,True,2011-12-11,2011,1983.0,28.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,88.36525713225251,False,False
012875,004348,Flinders Design,https://www.crunchbase.com/organization/flinders-design,2011,000079,Peak,https://www.crunchbase.com/organization/peak-capital,2007-01-01,4.8924534,52.3730796,4.8924534,52.3730796,83,61.0,50,8.0,False,False,False,False,False,False,False,0.0,True,2013-12-20,2013,2007.0,6.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012878,004650,BeGreen,https://www.crunchbase.com/organization/begreen,2010,002138,Energiefonds Overijssel,https://www.crunchbase.com/organization/energiefonds-overijssel,2012-01-01,6.0943765,52.5089759,5.3896944,52.1562499,12,12.0,0,1.0,False,False,False,False,False,False,False,61.89470333468106,True,2014-12-18,2014,2012.0,2.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,82.85720537338574,False,False
012880,004279,Mint Solutions,https://www.crunchbase.com/organization/mint-solutions,2010,001974,New Business Venture Fund,https://www.crunchbase.com/organization/new-business-venture-fund,1998-10-01,-22.25,63.91667,4.8924534,52.3730796,39,31.0,25,3.0,False,False,False,False,False,False,False,2018.8517984852926,False,2010-04-01,2010,1998.0,12.0,1,Co-Investor,False,False,Iceland,The Netherlands,False,False,False,False,1486.9725262491402,False,False
012881,004613,VIGOUR,https://www.crunchbase.com/organization/vigour-io,2012,002144,Archer Gray,https://www.crunchbase.com/organization/archergray,2011-10-01,-74.0060152,40.7127281,4.8924534,52.3730796,11,10.0,1,5.0,False,False,False,False,False,True,False,5862.266991071594,False,2015-06-18,2015,2011.0,4.0,1,Co-Investor,False,False,United States,The Netherlands,False,False,False,False,5114.884828999828,False,False
012885,004164,Solar Monkey,https://www.crunchbase.com/organization/solar-monkey,2014,001885,InnovationQuarter,https://www.crunchbase.com/organization/innovation-quarter,2014-01-01,4.3113461,52.0799838,4.8924534,52.3730796,76,58.0,15,8.0,False,False,False,False,False,False,False,51.27095594048744,True,2017-06-30,2017,2014.0,3.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,51.27095594048744,False,False
012887,004566,Sleep.ai,https://www.crunchbase.com/organization/sleep-ai,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,5.8637771,51.8474946,250,211.0,48,13.0,False,True,True,False,False,False,True,88.40311608630658,True,2016-02-19,2016,2011.0,5.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,0.0,True,False
012888,004506,QwikSense,https://www.crunchbase.com/organization/qwiksense,2011,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,5.1215634,52.0907006,250,211.0,48,13.0,False,True,True,False,False,False,True,35.062214289133536,True,2013-11-11,2013,2011.0,2.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,0.0,True,False
012890,004575,Cupenya,https://www.crunchbase.com/organization/cupenya,2013,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2013-04-12,2013,2011.0,2.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012892,004497,Karify,https://www.crunchbase.com/organization/karify,2013,001910,Holland Capital,https://www.crunchbase.com/organization/holland-venture,1981-01-01,4.8924534,52.3730796,5.1215634,52.0907006,63,54.0,44,19.0,False,False,False,False,False,False,False,35.062214289133536,True,2014-02-06,2014,1981.0,33.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,0.0,True,False
012894,004450,Greeniant,https://www.crunchbase.com/organization/greeniant,2012,000887,EIT Digital Accelerator,https://www.crunchbase.com/organization/eit-digital-accelerator,2010-01-01,4.351697,50.8465573,4.3188215,52.0446265,235,230.0,6,44.0,False,False,True,False,False,False,False,133.23869418896783,False,2014-05-21,2014,2010.0,4.0,1,Co-Investor,False,False,Belgium,The Netherlands,False,False,False,False,0.0,True,False
012896,004773,CROWDYHOUSE,https://www.crunchbase.com/organization/crowdyhouse,2013,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2014-04-20,2014,2011.0,3.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012897,004796,JustPremium,https://www.crunchbase.com/organization/justpremium,2012,002093,VenturesOne,https://www.crunchbase.com/organization/venturesone,1986-01-01,4.3113461,52.0799838,4.7621975,52.3080392,17,16.0,9,2.0,False,False,False,False,False,False,False,39.84244175781066,True,2012-02-17,2012,1986.0,26.0,1,Co-Investor,False,False,The Netherlands,The Netherlands,True,False,False,False,51.27095594048744,False,False
012901,004414,Syndy,https://www.crunchbase.com/organization/syndicate-plus,2010,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8596844,52.3028209,250,211.0,48,13.0,False,True,True,False,False,False,True,8.123444411877669,True,2013-04-12,2013,2011.0,2.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012902,004337,"Athom, creators of Homey",https://www.crunchbase.com/organization/homey,2014,000887,EIT Digital Accelerator,https://www.crunchbase.com/organization/eit-digital-accelerator,2010-01-01,4.351697,50.8465573,6.8940537,52.2209855,235,230.0,6,44.0,False,False,True,False,False,False,False,232.9578612567889,False,2014-10-01,2014,2010.0,4.0,1,Co-Investor,False,False,Belgium,The Netherlands,False,False,False,False,0.0,True,False
012903,004636,Packpin Tracking,https://www.crunchbase.com/organization/packpin,2014,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,4.8924534,52.3730796,250,211.0,48,13.0,False,True,True,False,False,False,True,0.0,True,2015-05-29,2015,2011.0,4.0,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
012906,004797,Voradius,https://www.crunchbase.com/organization/voradius,2012,002201,Javest Investment Fund,https://www.crunchbase.com/organization/javest-investment-fund,,4.8924534,52.3730796,4.8924534,52.3730796,8,7.0,3,0.0,False,False,False,False,False,False,False,0.0,True,2013-12-19,2013,,,1,Co-Investor,True,False,The Netherlands,The Netherlands,True,False,True,False,0.0,True,False
013003,005113,Esgrid,https://www.crunchbase.com/organization/esgrid,2023,006996,Estonian venture capital,https://www.crunchbase.com/organization/estonian-venture-capital,2009-01-01,24.7453688,59.4372155,24.7453688,59.4372155,2,2.0,1.0,0.0,False,False,False,False,False,False,False,0.0,True,2025-04-16,2025,2009.0,16.0,5,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013003,005113,Esgrid,https://www.crunchbase.com/organization/esgrid,2023,006205,Greenco Ventures,https://www.crunchbase.com/organization/greenco-ventures,,24.7453688,59.4372155,24.7453688,59.4372155,2,2.0,0,0.0,False,False,False,False,False,False,False,0.0,True,2025-04-16,2025,,,5,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013003,005113,Esgrid,https://www.crunchbase.com/organization/esgrid,2023,000011,Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,2012-01-01,24.7453688,59.4372155,24.7453688,59.4372155,623,447.0,146,13.0,False,False,True,False,False,False,True,0.0,True,2025-04-16,2025,2012.0,13.0,5,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013003,005113,Esgrid,https://www.crunchbase.com/organization/esgrid,2023,006700,2C Ventures,https://www.crunchbase.com/organization/2c-ventures,2024-01-08,24.7453688,59.4372155,24.7453688,59.4372155,5,4.0,4.0,0.0,True,False,False,False,False,False,False,0.0,True,2025-04-16,2025,2024.0,1.0,5,Lead,True,True,Estonia,,False,False,True,True,0.0,True,True
013003,005113,Esgrid,https://www.crunchbase.com/organization/esgrid,2023,000126,Lemonade Stand,https://www.crunchbase.com/organization/lemonade-stand-19b2,2019-01-01,24.7453688,59.4372155,24.7453688,59.4372155,40,32.0,4,0.0,False,False,False,False,False,False,False,0.0,True,2025-04-16,2025,2019.0,6.0,5,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013004,005133,Fleetbrains,https://www.crunchbase.com/organization/fleetbrains,2024,007519,Icebreaker.vc,https://www.crunchbase.com/organization/icebreaker-vc,2017-01-01,24.9413548,60.1717794,24.7453688,59.4372155,120,74.0,69,4.0,True,False,False,False,True,False,False,82.41180752014505,True,2025-03-18,2025,2017.0,8.0,1,Lead,False,False,Finland,,False,False,False,False,0.4833470476979439,True,True
013005,005116,Frankenburg Technologies,https://www.crunchbase.com/organization/frankenburg-technologies,2024,001187,Blossom Capital,https://www.crunchbase.com/organization/blossom-capital,2018-02-01,-0.1440551,51.4893335,24.7453688,59.4372155,52,35.0,31,7.0,True,False,False,False,False,False,False,1785.4362637165104,False,2025-03-12,2025,2018.0,7.0,1,Lead,False,False,United Kingdom,,False,False,False,False,4.639509600861927,True,True
013006,005123,Miros,https://www.crunchbase.com/organization/miros-ai,2021,000173,Vesna Capital,https://www.crunchbase.com/organization/vesna-capital,2022-03-01,30.5271623,50.4485578,24.7453688,59.4372155,17,17.0,3,0.0,False,False,False,False,False,False,False,1064.561094032622,False,2024-11-05,2024,2022.0,2.0,6,Co-Investor,False,False,Ukraine,,False,False,False,False,0.2698896290547458,True,False
013006,005123,Miros,https://www.crunchbase.com/organization/miros-ai,2021,004408,Specialist VC,https://www.crunchbase.com/organization/united-angels-vc,2017-09-01,24.7453688,59.4372155,24.7453688,59.4372155,52,40.0,19.0,3.0,False,False,False,True,False,False,False,0.0,True,2024-11-05,2024,2017.0,7.0,6,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013006,005123,Miros,https://www.crunchbase.com/organization/miros-ai,2021,000103,ZAKA VC,https://www.crunchbase.com/organization/zaka-startups,2019-01-01,14.4464593,50.0596288,24.7453688,59.4372155,61,51.0,10,0.0,False,False,False,False,False,False,False,1231.4858992471652,False,2024-11-05,2024,2019.0,5.0,6,Co-Investor,False,False,Czech Republic,,False,False,False,False,0.0,True,False
013006,005123,Miros,https://www.crunchbase.com/organization/miros-ai,2021,000102,Tera Ventures,https://www.crunchbase.com/organization/tera-ventures,2016-01-01,24.7453688,59.4372155,24.7453688,59.4372155,61,37.0,41,8.0,True,False,False,False,False,False,False,0.0,True,2024-11-05,2024,2016.0,8.0,6,Lead,True,True,Estonia,,False,False,True,True,0.0,True,True
013006,005123,Miros,https://www.crunchbase.com/organization/miros-ai,2021,007141,EBRD Venture Capital,https://www.crunchbase.com/organization/ebrd-venture-capital,2012-01-01,-0.1440551,51.4893335,24.7453688,59.4372155,38,32.0,22.0,10.0,True,False,False,False,False,False,False,1785.4362637165104,False,2024-11-05,2024,2012.0,12.0,6,Lead,False,False,United Kingdom,,False,False,False,False,4.639509600861927,True,True
013006,005123,Miros,https://www.crunchbase.com/organization/miros-ai,2021,001938,Day One Capital,https://www.crunchbase.com/organization/day-one-capital,2011-06-15,19.0402383,47.4978789,24.7453688,59.4372155,49,33.0,14,6.0,False,False,False,False,False,False,False,1379.0175677975828,False,2024-11-05,2024,2011.0,13.0,6,Co-Investor,False,False,Hungary,,False,False,False,False,214.14371872684833,False,False
013007,005166,Askel.ai,https://www.crunchbase.com/organization/askel-ai,2024,001905,Superangel,https://www.crunchbase.com/organization/superangel,2018-01-01,24.7453688,59.4372155,24.5826355,59.385532,67,47.0,26,3.0,True,False,False,False,False,False,False,10.854300947380352,True,2024-12-08,2024,2018.0,6.0,1,Lead,False,False,Estonia,,False,False,False,False,0.0,True,True
013008,005120,Cino,https://www.crunchbase.com/organization/cino-d4dc,2022,005339,Connect Ventures,https://www.crunchbase.com/organization/connect-ventures-aec2,2020-01-01,-118.242766,34.0536909,24.7453688,59.4372155,8,7.0,6.0,0.0,False,False,False,False,False,False,False,9075.494090830944,False,2025-03-04,2025,2020.0,5.0,3,Co-Investor,False,False,United States,,False,False,False,False,8304.548593167177,False,False
013008,005120,Cino,https://www.crunchbase.com/organization/cino-d4dc,2022,000102,Tera Ventures,https://www.crunchbase.com/organization/tera-ventures,2016-01-01,24.7453688,59.4372155,24.7453688,59.4372155,61,37.0,41,8.0,False,False,False,False,False,False,False,0.0,True,2025-03-04,2025,2016.0,9.0,3,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013008,005120,Cino,https://www.crunchbase.com/organization/cino-d4dc,2022,000836,Balderton Capital,https://www.crunchbase.com/organization/balderton-capital,2000-01-01,-0.1440551,51.4893335,24.7453688,59.4372155,438,239.0,196,87.0,True,False,False,False,False,False,True,1785.4362637165104,False,2025-03-04,2025,2000.0,25.0,3,Lead,False,False,United Kingdom,,False,False,False,False,4.639509600861927,True,True
013009,005185,GaltTec,https://www.crunchbase.com/organization/galttec,2022,006700,2C Ventures,https://www.crunchbase.com/organization/2c-ventures,2024-01-08,24.7453688,59.4372155,26.72245,58.3801207,5,4.0,4.0,0.0,True,False,False,False,False,False,False,163.40299039363308,False,2025-02-28,2025,2024.0,1.0,4,Lead,False,False,Estonia,,False,False,False,False,0.0,True,True
013011,005131,M-FLY,https://www.crunchbase.com/organization/m-fly,2023,006982,MITS Capital,https://www.crunchbase.com/organization/mits-capital,2024-01-01,-74.0060152,40.7127281,24.7453688,59.4372155,2,2.0,1.0,0.0,False,True,True,False,False,False,False,6649.546391729226,False,2025-03-13,2025,2024.0,1.0,3,Co-Investor,False,False,United States,,False,False,False,False,5114.884828999828,False,False
013011,005131,M-FLY,https://www.crunchbase.com/organization/m-fly,2023,006325,Resist.UA,https://www.crunchbase.com/organization/resist-ua,2023-11-23,30.5271623,50.4485578,24.7453688,59.4372155,1,1.0,0,0.0,False,True,False,False,False,False,False,1064.561094032622,False,2025-03-13,2025,2023.0,2.0,3,Co-Investor,False,False,Ukraine,,False,False,False,False,0.2698896290547458,True,False
013012,005190,Pointship,https://www.crunchbase.com/organization/pointship,2021,000011,Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,2012-01-01,24.7453688,59.4372155,24.7453688,59.4372155,623,447.0,146,13.0,True,False,True,False,False,False,True,0.0,True,2025-02-24,2025,2012.0,13.0,1,Lead,True,True,Estonia,,False,False,True,True,0.0,True,True
013013,005124,Salesforge,https://www.crunchbase.com/organization/salesforge,2023,002742,Spring Capital,https://www.crunchbase.com/organization/spring-capital-8ce8,2008-02-22,24.7453688,59.4372155,24.7453688,59.4372155,25,24.0,4,1.0,False,False,False,False,False,False,False,0.0,True,2024-04-23,2024,2008.0,16.0,1,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013016,005414,Viacurrent,https://www.crunchbase.com/organization/viacurrent,2023,000311,Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,2011-07-01,4.8924534,52.3730796,26.72245,58.3801207,250,211.0,48,13.0,True,True,True,False,False,False,True,1523.1771692768766,False,2024-08-09,2024,2011.0,13.0,1,Lead,False,False,The Netherlands,,False,False,False,False,0.0,True,True
013018,005159,Cognitiwe,https://www.crunchbase.com/organization/cognitiwe,2021,000157,Caucasus Ventures,https://www.crunchbase.com/organization/caucasus-ventures,2022-11-06,49.8110134,40.3739057,24.7453688,59.4372155,24,22.0,3,1.0,False,False,False,False,False,False,False,2743.953554319284,False,2024-02-01,2024,2022.0,2.0,5,Co-Investor,False,False,Azerbaijan,,False,False,False,False,1867.384253488986,False,False
013018,005159,Cognitiwe,https://www.crunchbase.com/organization/cognitiwe,2021,001954,TechOne VC,https://www.crunchbase.com/organization/techone-vc,2020-01-01,28.9758715,41.006381,24.7453688,59.4372155,44,33.0,11,1.0,False,False,False,False,False,False,False,2070.379960051264,False,2024-02-01,2024,2020.0,4.0,5,Co-Investor,False,False,Turkey,,False,False,False,False,1056.8761899258902,False,False
013018,005159,Cognitiwe,https://www.crunchbase.com/organization/cognitiwe,2021,000843,Flat6Labs,https://www.crunchbase.com/organization/flat6labs,2011-06-01,31.2118063,29.9870753,24.7453688,59.4372155,368,338.0,148,7.0,False,False,True,False,False,False,True,3310.8322973105537,False,2024-02-01,2024,2011.0,13.0,5,Co-Investor,False,False,Egypt,,False,False,False,False,2276.1009237710173,False,False
013018,005159,Cognitiwe,https://www.crunchbase.com/organization/cognitiwe,2021,002071,DOMiNO Ventures,https://www.crunchbase.com/organization/domino-ventures,2022-01-01,4.8924534,52.3730796,24.7453688,59.4372155,19,17.0,5,0.0,False,False,False,False,False,False,False,1457.1287288622955,False,2024-02-01,2024,2022.0,2.0,5,Co-Investor,False,False,The Netherlands,,False,False,False,False,0.0,True,False
013018,005159,Cognitiwe,https://www.crunchbase.com/organization/cognitiwe,2021,000308,Eleven Ventures,https://www.crunchbase.com/organization/eleven,2013-04-04,23.3011089,42.6792938,24.7453688,59.4372155,317,161.0,57,7.0,False,True,False,False,False,False,False,1866.0181173611331,False,2024-02-01,2024,2013.0,11.0,5,Co-Investor,False,False,Bulgaria,,False,False,False,False,817.957095182129,False,False
013020,005217,enzum,https://www.crunchbase.com/organization/enzum,2023,000126,Lemonade Stand,https://www.crunchbase.com/organization/lemonade-stand-19b2,2019-01-01,24.7453688,59.4372155,24.7453688,59.4372155,40,32.0,4,0.0,False,False,False,False,False,False,False,0.0,True,2024-01-01,2024,2019.0,5.0,1,Co-Investor,True,False,Estonia,,False,False,True,False,0.0,True,False
013022,005164,Creem,https://www.crunchbase.com/organization/creem,2024,000005,Antler,https://www.crunchbase.com/organization/antler-be9c,2018-01-01,103.85007,1.28967,24.7453688,59.4372155,"1,778",,789,12.0,False,False,False,False,False,False,True,9270.26121601144,False,2024-10-17,2024,2018.0,6.0,1,Co-Investor,False,False,Singapore,,False,False,False,False,8724.631996768945,False,False
013023,005272,Money Industries,https://www.crunchbase.com/organization/money-industries,2021,000157,Caucasus Ventures,https://www.crunchbase.com/organization/caucasus-ventures,2022-11-06,49.8110134,40.3739057,24.7453688,59.4372155,24,22.0,3,1.0,True,False,False,False,False,False,False,2743.953554319284,False,2023-12-27,2023,2022.0,1.0,1,Lead,False,False,Azerbaijan,,False,False,False,False,1867.384253488986,False,False
