Company ID,organization_name,organization_name_url,founded_year,headquarters_country,latitude,longitude,number_of_founders,age,hub_binary,b2b_binary,total_seed_funding_m,number_seed_rounds,number_seed_investors,avg_seed_investor_distance,minimum_seed_vc_distance,avg_seed_investor_pairwise_distance,average_seed_investors_portfolio_organizations,avg_age_of_seed_investors,specific_vc_in_seed_binary,target_vc_in_seed_binary,hub_vc_in_seed_binary,accelerator_funding_binary,angel_group_funding_binary,micro_vc_funding_binary,corporate_vc_funding_binary,homecountry_investor_in_seed_binary,seed_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,energy,materials,industrials,consumer_discretionary,consumer_staples,health_care,financials,information_technology,communication_services,utilities,real_estate,other,success,exit_binary,funding_success,years_to_exit,last_equity_funding_type,number_lead_seed_investors,years_to_seed,regional_seed_investor_binary,regional_seed_investor_binary,regional_lead_seed_investor_binary,overregional_seed_investor_binary,overregional_seed_investor_binary,overregional_seed_investor_binary,overregional_seed_investor_binary,overregional_lead_seed_investor_binary,avg_exits_of_seed_investors,specific_lead_vc_in_seed_binary,target_lead_vc_in_seed_binary,accelerator_lead_funding_binary,angel_group_lead_funding_binary,micro_vc_lead_funding_binary,corporate_vc_lead_funding_binary,number_seed_investors_same_city,number_seed_lead_investors_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,seed_lead_investor_same_city,number_homecountry_investors,number_homecountry_lead_investors,homecountry_lead_investor,hub_lead_vc_in_seed_binary,vcs_within_50km,vcs_within_50km,top_university_count,top_university_count,top_university_ecosystem_binary,top_university_ecosystem_binary,founded_startups_in_environment,successful_startups_in_environment,share_successful_startups_in_environment,share_successful_startups_in_environment,distance_to_hub,minimum_seed_vc_distance_non_lead,avg_seed_vc_distance_non_lead,maximum_seed_vc_distance_non_lead,minimum_lead_seed_vc_distance,avg_lead_seed_vc_distance,maximum_lead_seed_vc_distance,min_seed_investor_pairwise_distance,max_seed_investor_pairwise_distance,gdp_growth_founding_year,investment_volume_first_seed_year,exit_date,max_seed_investor_distance,seed_investors_all_same_country,seed_investors_all_same_country_as_startup,seed_investors_all_same_city,earliest_seed_round_date,latest_seed_round_date,european_investor,all_european_investor,global_investor,all_global_investor,us_investor,all_us_investor,dach_investor,all_dach_investor
9865,NovaPump,https://www.crunchbase.com/organization/novapump,2012,Germany,50.9281717,11.5879359,2.0,1,False,True,0.0,2,2,315.69845139408335,315.69845139408335,0.0,662.0,8.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Series A,2.0,1,False,False,False,True,True,True,True,True,125.5,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,2,2,True,False,9,9,0,0,False,False,6,2,0.3333333333333333,0.3333333333333333,215.70644415551823,0.0,0.0,0.0,315.69845139408335,315.69845139408335,315.69845139408335,0.0,0.0,-0.7,6.55250788703459,,315.69845139408335,True,True,False,2013-07-01,2013-07-01,True,True,False,False,False,False,True,True
11959,OptiWi-fi,https://www.crunchbase.com/organization/optiwi-fi,2012,Ireland,53.3436671,-6.2544366,2.0,2,True,True,0.388394,1,1,1449.544930692834,1449.544930692834,0.0,685.0,3.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,,2,False,False,False,True,True,True,True,False,53.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,100,100,0,0,False,False,61,16,0.2622950819672131,0.2622950819672131,0.7540886496293536,1449.544930692834,1449.544930692834,1449.544930692834,0.0,0.0,0.0,0.0,0.0,-0.7,4.531523645819793,,1449.544930692834,True,False,False,2014-06-01,2014-06-01,True,True,False,False,False,False,False,False
17217,EligoChem,https://www.crunchbase.com/organization/eligochem,2012,United Kingdom,51.2752527,1.3408309,1.0,5,False,True,0.0,1,1,340.04875764723334,340.04875764723334,0.0,62.0,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,,Seed,1.0,5,False,False,False,True,True,True,True,True,1.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,1,True,False,3,3,0,0,False,False,0,0,0.0,0.0,102.93689719974194,0.0,0.0,0.0,340.04875764723334,340.04875764723334,340.04875764723334,0.0,0.0,-0.7,7.696667081526462,,340.04875764723334,True,True,False,2017-01-01,2017-01-01,True,True,False,False,False,False,False,False
17225,myma.io,https://www.crunchbase.com/organization/myma-io,2012,United Kingdom,53.794414,-1.548621,1.0,7,False,True,0.12,1,1,7305.487681157799,7305.487681157799,0.0,0.0,13.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,Pre-Seed,,7,False,False,False,True,True,True,True,False,545.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,33,33,1,1,True,True,4,0,0.0,0.0,57.7466785551441,7305.487681157799,7305.487681157799,7305.487681157799,0.0,0.0,0.0,0.0,0.0,-0.7,8.006700845440367,,7305.487681157799,True,False,False,2019-02-04,2019-02-04,False,False,True,True,True,True,False,False
9820,Dynamic Biosensors,https://www.crunchbase.com/organization/dynamic-biosensors-gmbh,2012,Germany,48.1371079,11.5753822,1.0,0,True,True,0.0,1,4,21.29213913440274,0.0,37.64592055275495,77.25,17.2,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,12.0,Series A,,0,True,True,False,False,False,False,False,False,14.0,False,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,4,0,False,False,304,304,2,2,True,True,54,19,0.3518518518518518,0.3518518518518518,0.0,0.0,21.29213913440274,61.51340423856037,0.0,0.0,0.0,9.767567392661904,70.3117942054081,-0.7,6.398594934535208,2024-10-02,61.51340423856037,True,True,False,2012-12-19,2012-12-19,True,True,False,False,False,False,True,True
9791,Data Virtuality,https://www.crunchbase.com/organization/data-virtuality,2012,Germany,51.3406321,12.3747329,1.0,0,False,True,0.0,2,3,187.32283687815527,0.0,249.76378250420703,380.5,5.5,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,12.0,Venture - Series Unknown,,0,True,True,False,True,True,True,True,False,67.2,False,False,False,False,False,False,2,0,False,False,False,False,False,False,False,False,4,0,False,False,9,9,0,0,False,False,9,3,0.3333333333333333,0.3333333333333333,147.86552184653277,0.0,187.32283687815527,374.64567375631054,0.0,0.0,0.0,0.0,374.64567375631054,-0.7,6.398594934535208,2024-04-04,374.64567375631054,True,True,False,2012-04-23,2012-04-23,True,True,False,False,False,False,True,True
12023,Stylefinch,https://www.crunchbase.com/organization/stylefinch,2012,Ireland,53.3436671,-6.2544366,1.0,1,True,True,0.027048,2,2,729.6338950613223,9.722859429810631,1442.730501760973,349.0,3.0,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,Seed,,1,True,True,False,True,True,True,True,False,26.5,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,1,0,False,False,100,100,0,0,False,False,61,16,0.2622950819672131,0.2622950819672131,0.7540886496293536,9.722859429810631,729.6338950613223,1449.544930692834,0.0,0.0,0.0,1442.730501760973,1442.730501760973,-0.7,4.742320024135325,,1449.544930692834,False,False,False,2013-10-01,2015-02-08,True,True,False,False,False,False,False,False
9799,PlugSurfing,https://www.crunchbase.com/organization/plugsurfing,2012,Germany,52.510885,13.3989367,1.0,1,True,False,0.0,1,1,650.1638269462001,650.1638269462001,0.0,230.0,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,10.0,Seed,,1,False,False,False,True,True,True,True,False,44.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,539,539,3,3,True,True,150,67,0.4466666666666666,0.4466666666666666,0.0,650.1638269462001,650.1638269462001,650.1638269462001,0.0,0.0,0.0,0.0,0.0,-0.7,6.55250788703459,2022-09-01,650.1638269462001,True,False,False,2013-09-01,2013-09-01,True,True,False,False,False,False,False,False
9800,Savings United,https://www.crunchbase.com/organization/panna-cotta-cotta-pgc-gmbh,2012,Germany,53.550341,10.000654,4.0,0,True,False,0.0,1,2,305.9765741431216,0.0,611.9531482862432,21.0,2.0,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Corporate Round,,0,True,True,False,True,True,True,True,False,4.5,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,2,0,False,False,116,116,1,1,True,True,32,12,0.375,0.375,0.0,0.0,305.9765741431216,611.9531482862432,0.0,0.0,0.0,611.9531482862432,611.9531482862432,-0.7,6.398594934535208,,611.9531482862432,True,True,False,2012-08-01,2012-08-01,True,True,False,False,False,False,True,True
17333,IDECSI,https://www.crunchbase.com/organization/idecsi,2012,United Kingdom,51.4893335,-0.1440551,1.0,2,True,True,0.0,1,1,342.60840402510934,342.60840402510934,0.0,387.0,32.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,,2,False,False,False,True,True,True,True,False,109.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,1939,1939,5,5,True,True,445,132,0.2966292134831461,0.2966292134831461,4.639509600861782,342.60840402510934,342.60840402510934,342.60840402510934,0.0,0.0,0.0,0.0,0.0,-0.7,6.803505257608338,,342.60840402510934,True,False,False,2014-01-01,2014-01-01,True,True,False,False,False,False,False,False
11996,Quotefish,https://www.crunchbase.com/organization/quotefish,2012,Ireland,53.2014604,-6.1105049,1.0,1,True,True,0.009194,1,2,2744.771980554328,292.98061234197223,5489.399101147067,12.0,9.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,Pre-Seed,1.0,1,False,False,False,True,True,True,True,True,40.5,True,True,True,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,100,100,0,0,False,False,0,0,0.0,0.0,19.2374044053428,292.98061234197223,292.98061234197223,292.98061234197223,5196.563348766684,5196.563348766684,5196.563348766684,5489.399101147067,5489.399101147067,-0.7,4.742320024135325,,5196.563348766684,False,False,False,2013-02-06,2013-02-06,True,False,True,True,True,False,False,False
12028,Click 4 classes,https://www.crunchbase.com/organization/click-4-classes,2012,Ireland,51.7726282,-8.4959018,1.0,1,False,False,0.0,1,2,2764.5820763033903,454.442680016862,5489.399101147067,12.0,9.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Seed,1.0,1,False,False,False,True,True,True,True,True,40.5,True,True,True,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,7,7,0,0,False,False,1,0,0.0,0.0,231.4323294069079,454.442680016862,454.442680016862,454.442680016862,5074.721472589918,5074.721472589918,5074.721472589918,5489.399101147067,5489.399101147067,-0.7,4.742320024135325,,5074.721472589918,False,False,False,2013-02-06,2013-02-06,True,False,True,True,True,False,False,False
17232,Vigilant Applications,https://www.crunchbase.com/organization/vigilant-applications,2012,United Kingdom,51.438064,-1.076722,2.0,4,False,True,0.0,1,1,24.236604768602863,24.236604768602863,0.0,190.0,14.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,Seed,1.0,4,True,True,True,False,False,False,False,False,10.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,1,True,False,81,81,1,1,True,True,7,3,0.4285714285714285,0.4285714285714285,37.083880195464424,0.0,0.0,0.0,24.236604768602863,24.236604768602863,24.236604768602863,0.0,0.0,-0.7,6.803505257608338,,24.236604768602863,True,True,False,2016-07-04,2016-07-04,True,True,False,False,False,False,False,False
10199,Toroleo,https://www.crunchbase.com/organization/toroleo,2012,Germany,52.510885,13.3989367,1.0,1,True,True,0.0,1,1,0.0,0.0,0.0,119.0,1.0,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,2.0,Venture - Series Unknown,,1,True,True,False,False,False,False,False,False,33.0,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,1,0,False,False,539,539,3,3,True,True,150,67,0.4466666666666666,0.4466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,6.55250788703459,2014-08-25,0.0,True,True,True,2013-07-15,2013-07-15,True,True,False,False,False,False,True,True
12014,PayMins,https://www.crunchbase.com/organization/paymins,2012,Ireland,53.3436671,-6.2544366,2.0,0,True,False,0.185,2,3,4537.842257198222,1449.544930692834,6045.386758454366,685.0,3.2,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,Seed,1.0,0,False,False,False,True,True,True,True,True,220.5,False,True,True,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,100,100,0,0,False,False,61,16,0.2622950819672131,0.2622950819672131,0.7540886496293536,1449.544930692834,3692.020930547142,8176.972930255759,7075.306237151462,7075.306237151462,7075.306237151462,0.0,9317.949245001228,-0.7,4.415219602029645,,8176.972930255759,False,False,False,2012-10-01,2013-07-02,True,False,True,True,True,False,False,False
9856,BASELABS GmbH,https://www.crunchbase.com/organization/baselabs,2012,Germany,50.8323531,12.918914,4.0,0,False,True,0.0,1,1,68.10971646578015,68.10971646578015,0.0,99.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,,0,True,True,False,False,False,False,False,False,9.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,0,False,False,3,3,0,0,False,False,4,1,0.25,0.25,138.1340254573817,68.10971646578015,68.10971646578015,68.10971646578015,0.0,0.0,0.0,0.0,0.0,-0.7,6.398594934535208,,68.10971646578015,True,True,False,2012-06-15,2012-06-15,True,True,False,False,False,False,True,True
10291,CENTERSONIC,https://www.crunchbase.com/organization/centersonic,2012,Germany,50.570561,8.531245,1.0,1,False,True,0.02718,1,1,1472.6930726490132,1472.6930726490132,0.0,685.0,2.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,,Seed,,1,False,False,False,True,True,True,True,False,53.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,6,6,0,0,False,False,0,0,0.0,0.0,295.8619094222512,1472.6930726490132,1472.6930726490132,1472.6930726490132,0.0,0.0,0.0,0.0,0.0,-0.7,6.55250788703459,,1472.6930726490132,True,False,False,2013-12-01,2013-12-01,True,True,False,False,False,False,False,False
9815,Oncgnostics,https://www.crunchbase.com/organization/oncgnostics,2012,Germany,50.9281717,11.5879359,5.0,0,False,True,0.0,2,3,177.62799725389084,39.55754311369831,184.5875953828834,331.5,13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,,Corporate Round,,0,True,True,False,True,True,True,True,False,62.8,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,4,0,False,False,9,9,0,0,False,False,6,2,0.3333333333333333,0.3333333333333333,215.70644415551823,39.55754311369831,177.62799725389084,315.69845139408335,0.0,0.0,0.0,0.0,276.8813930743251,-0.7,6.398594934535208,,315.69845139408335,True,True,False,2012-04-17,2012-04-17,True,True,False,False,False,False,True,True
17229,Niume Limited,https://www.crunchbase.com/organization/niume-limited,2012,United Kingdom,51.4893335,-0.1440551,3.0,4,True,False,0.584542,1,3,867.3556332758022,81.6565725707354,894.5633206038161,40.0,3.5,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,,Seed,,4,True,True,False,True,True,True,True,False,3.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,0,False,False,1939,1939,5,5,True,True,445,132,0.2966292134831461,0.2966292134831461,4.639509600861782,81.6565725707354,867.3556332758022,1260.2051636283356,0.0,0.0,0.0,0.0,1341.8449809057242,-0.7,6.803505257608338,,1260.2051636283356,False,False,False,2016-05-19,2016-05-19,True,True,False,False,False,False,False,False
12003,Veronica's Snacks,https://www.crunchbase.com/organization/veronica-s-snacks,2012,Ireland,51.8985136,-8.4726423,1.0,3,False,False,0.527121,1,2,245.9121387903328,219.62513333732105,74.12311128195479,39.0,18.0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,Seed,,3,False,False,False,True,True,True,True,False,16.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,2,0,False,False,7,7,0,0,False,False,5,2,0.4,0.4,219.8027074265303,219.62513333732105,245.9121387903328,272.1991442433445,0.0,0.0,0.0,74.12311128195479,74.12311128195479,-0.7,4.528289141652134,,272.1991442433445,True,True,False,2015-02-23,2015-02-23,True,True,False,False,False,False,False,False
17230,Boiler Room,https://www.crunchbase.com/organization/boiler-room,2012,United Kingdom,51.4893335,-0.1440551,1.0,3,True,False,0.0,1,1,8755.918082111088,8755.918082111088,0.0,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,13.0,Venture - Series Unknown,1.0,3,False,False,False,True,True,True,True,True,0.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,1939,1939,5,5,True,True,445,131,0.2943820224719101,0.2943820224719101,4.639509600861782,0.0,0.0,0.0,8755.918082111088,8755.918082111088,8755.918082111088,0.0,0.0,-0.7,7.170888478512505,2025-01-15,8755.918082111088,True,False,False,2015-12-01,2015-12-01,False,False,True,True,True,True,False,False
12009,Love & Robots,https://www.crunchbase.com/organization/love-robots,2012,Ireland,53.3436671,-6.2544366,4.0,2,True,False,0.375743,1,2,462.65857540425225,462.65857540425225,0.0,263.5,4.5,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,Seed,1.0,2,False,False,False,True,True,True,True,True,47.5,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,True,100,100,0,0,False,False,61,16,0.2622950819672131,0.2622950819672131,0.7540886496293536,462.65857540425225,462.65857540425225,462.65857540425225,462.65857540425225,462.65857540425225,462.65857540425225,0.0,0.0,-0.7,4.531523645819793,,462.65857540425225,True,False,False,2014-11-01,2014-11-01,True,True,False,False,False,False,False,False
12017,Birbl,https://www.crunchbase.com/organization/birbl,2012,Ireland,53.3436671,-6.2544366,1.0,1,True,True,0.0,1,2,2745.122122539893,306.55301880818905,5489.399101147067,12.0,9.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Seed,1.0,1,False,False,False,True,True,True,True,True,40.5,True,True,True,False,False,False,0,0,False,False,False,False,False,False,False,False,0,0,False,False,100,100,0,0,False,False,61,16,0.2622950819672131,0.2622950819672131,0.7540886496293536,306.55301880818905,306.55301880818905,306.55301880818905,5183.691226271597,5183.691226271597,5183.691226271597,5489.399101147067,5489.399101147067,-0.7,4.742320024135325,,5183.691226271597,False,False,False,2013-05-30,2013-05-30,True,False,True,True,True,False,False,False
9824,metoda,https://www.crunchbase.com/organization/preisanalytics,2012,Germany,48.1371079,11.5753822,2.0,2,True,True,0.0,2,6,197.65803198716324,0.0,265.35643645651555,178.2,11.0,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,8.0,Seed,,2,True,True,False,True,True,True,True,False,36.3,False,False,False,False,False,False,4,0,False,False,False,False,False,False,False,False,10,0,False,False,304,304,2,2,True,True,54,19,0.3518518518518518,0.3518518518518518,0.0,0.0,197.65803198716324,493.2425687508989,0.0,0.0,0.0,0.0,493.2425687508989,-0.7,6.55250788703459,2020-04-09,493.2425687508989,True,True,False,2014-02-07,2014-02-07,True,True,False,False,False,False,True,True
9852,P & T,https://www.crunchbase.com/organization/p-t,2012,Germany,52.510885,13.3989367,1.0,1,True,False,0.0,1,1,0.0,0.0,0.0,173.0,16.0,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,Series B,,1,True,True,False,False,False,False,False,False,40.0,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,1,0,False,False,539,539,3,3,True,True,150,68,0.4533333333333333,0.4533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,6.55250788703459,,0.0,True,True,True,2013-12-06,2013-12-06,True,True,False,False,False,False,True,True
11993,Harpoon Connect,https://www.crunchbase.com/organization/voucherlink,2012,Ireland,52.2692116,-9.7057047,1.0,0,False,True,0.122863,3,2,1016.6644308686635,260.9074214126138,966.363287128556,522.0,3.7,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,,Venture - Series Unknown,,0,False,False,False,True,True,True,True,False,42.0,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,1,0,False,False,1,1,0,0,False,False,0,0,0.0,0.0,260.81993292090965,260.9074214126138,1016.6644308686635,1394.5429355966887,0.0,0.0,0.0,0.0,1449.544930692834,-0.7,4.415219602029645,,1394.5429355966887,False,False,False,2012-09-01,2015-04-01,True,True,False,False,False,False,False,False
12153,Nezasa,https://www.crunchbase.com/organization/nezasa,2012,Switzerland,47.3744489,8.5410422,3.0,1,True,True,1.877295,3,6,2782.031000399796,0.0,4947.615872203475,30.692307692307693,4.4,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,Venture - Series Unknown,,1,True,True,False,True,True,True,True,False,4.3,False,False,False,False,False,False,7,0,False,False,False,False,False,False,False,False,8,0,False,False,321,321,2,2,True,True,19,5,0.2631578947368421,0.2631578947368421,0.0,0.0,2782.031000399796,13798.095422371764,0.0,0.0,0.0,0.0,13950.272110585322,-0.7,5.303304908059076,,13798.095422371764,False,False,False,2013-08-07,2016-11-25,True,False,True,True,False,False,True,False
12118,NBE-Therapeutics,https://www.crunchbase.com/organization/nbe-therapeutics,2012,Switzerland,47.5581077,7.5878261,1.0,1,False,True,0.0,1,1,270.94478697474847,270.94478697474847,0.0,52.0,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,8.0,Series C,1.0,1,False,False,False,True,True,True,True,True,10.0,True,True,False,False,False,True,0,0,False,False,False,False,False,False,False,False,0,0,False,False,34,34,0,0,False,False,4,1,0.25,0.25,74.50650865265337,0.0,0.0,0.0,270.94478697474847,270.94478697474847,270.94478697474847,0.0,0.0,-0.7,5.303304908059076,2020-12-10,270.94478697474847,True,False,False,2013-01-01,2013-01-01,True,True,False,False,False,False,True,True
17219,Electronic Sound Magazine,https://www.crunchbase.com/organization/electronic-sound-magazine,2012,United Kingdom,52.6285576,1.2923954,1.0,2,False,False,0.3,1,1,0.0,0.0,0.0,53.0,4.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Equity Crowdfunding,,2,True,True,False,False,False,False,False,False,5.0,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,1,0,False,False,8,8,0,0,False,False,2,0,0.0,0.0,92.45881349671336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,6.803505257608338,,0.0,True,True,True,2014-06-05,2014-06-05,True,True,False,False,False,False,False,False
9777,Auctionata,https://www.crunchbase.com/organization/auctionata,2012,Germany,52.510885,13.3989367,3.0,0,True,False,3.0,1,4,4395.181557602025,0.0,6366.855767527949,95.5,5.2,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,5.0,Series C,,0,True,True,False,True,True,True,True,False,29.2,False,False,False,False,False,False,1,0,False,False,False,False,False,False,False,False,1,0,False,False,539,539,3,3,True,True,150,67,0.4466666666666666,0.4466666666666666,0.0,0.0,4395.181557602025,9105.379103297077,0.0,0.0,0.0,1604.7908148279562,9442.933413037475,-0.7,6.398594934535208,2017-01-27,9105.379103297077,False,False,False,2012-01-30,2012-01-30,True,False,True,True,True,False,True,False
9806,BetterDoc,https://www.crunchbase.com/organization/betterdoc,2012,Germany,50.938361,6.959974,3.0,2,False,False,0.0,1,1,0.0,0.0,0.0,8.0,1.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,Venture - Series Unknown,1.0,2,True,True,True,False,False,False,False,False,0.0,False,False,False,False,False,True,1,1,True,True,True,True,True,True,True,True,1,1,True,False,135,135,0,0,False,False,20,7,0.35,0.35,183.2177169298696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,6.55250788703459,,0.0,True,True,True,2014-01-01,2014-01-01,True,True,False,False,False,False,True,True
17220,Patchblocks,https://www.crunchbase.com/organization/patchblocks,2012,United Kingdom,54.5975804,-5.9277097,2.0,1,False,True,0.0,1,1,0.0,0.0,0.0,105.0,0.0,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,Equity Crowdfunding,1.0,1,True,True,True,False,False,False,False,False,7.0,False,False,False,False,False,False,1,1,True,True,True,True,True,True,True,True,1,1,True,False,18,18,0,0,False,False,14,1,0.0714285714285714,0.0714285714285714,140.4898807118673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,6.55250788703459,,0.0,True,True,True,2013-01-01,2013-01-01,True,True,False,False,False,False,False,False
12047,Beekeeper,https://www.crunchbase.com/organization/beekeeper,2012,Switzerland,47.3744489,8.5410422,4.0,4,True,True,5.0,1,7,1739.265260364413,0.0,3363.193087273272,68.71428571428571,5.4,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,,Venture - Series Unknown,1.0,4,True,True,False,True,True,True,True,True,11.9,False,True,False,True,False,False,2,0,False,False,False,False,False,False,False,False,4,0,False,False,321,321,2,2,True,True,19,4,0.2105263157894736,0.2105263157894736,0.0,0.0,213.1017659326182,668.2719139174051,9370.082732523388,9370.082732523388,9370.082732523388,0.0,9370.082732523388,-0.7,5.707110264748875,,9370.082732523388,False,False,False,2016-04-15,2016-04-15,True,False,True,True,True,False,True,False
